The Velvet Underground, Nico - Venus In Furs
Jarvis Cocker - Running The World
Paul McCartney - Temporary Secretary - Remastered 2011
Gil Scott-Heron - The Revolution Will Not Be Televised
Roni Size - Brown Paper Bag - Original
Les Rythmes Digitales - Music makes you lose control
Ian Dury & The Blockheads - Reasons To Be Cheerful, Part 3
R.E.M. - Man On The Moon
Lou Reed - Satellite of Love
Ian Brown - My Star
The Prodigy - Out Of Space (Remastered)
David Bowie - Life On Mars? - 2015 Remastered Version
Beastie Boys - Intergalactic - Digitally Remastered 2005
Justice - Waters Of Nazareth
Del The Funky Homosapien - If You Must
Gorillaz - 5/4
Mr. Oizo - Flat Beat
Focus - Hocus Pocus 2010
Primal Scream - Come Together
T.Raumschmiere - Monstertruckdriver
Sultans Of Ping F.C. - Where's Me Jumper?
Kasabian - Processed Beats
Placebo - Pure Morning (Album Version)
Jean Jacques Perrey - E.V.A
Dreadzone - Captain Dread
Kraftwerk - The Model - 2009 Remastered Version
Faith No More - Midlife Crisis
Air - Alpha Beta Gaga
Gesaffelstein - Viol - Original Mix
Gesaffelstein - Pursuit
The Prodigy - Take Me To The Hospital
The Zutons - You Will You Won't
Rocket From The Crypt - On A Rope
The Prodigy - Take Me to the Hospital - '09 EQ
The Prodigy - Intro - Live
The Prodigy - Breathe - Live
The Prodigy - Omen - Live
The Prodigy - Colours - Live
The Prodigy - Thunder - Live
The Prodigy - Warrior's Dance - Live
The Prodigy - Firestarter - Live
The Prodigy - Run With the Wolves - Live
The Prodigy - Weather Experience - Live
The Prodigy - Voodoo People - Live
The Prodigy - Omen Reprise - Live
The Prodigy - Invaders Must Die - Live
The Prodigy - Smack My Bitch Up - Live
The Prodigy - Take Me to the Hospital - Live
The Prodigy - Everybody in the Place - Live
The Prodigy - Their Law - Live
The Prodigy - Out Of Space - Live
David Bowie - Suffragette City - 2012 Remastered Version
Space - Female Of The Species
The Darkness - I Believe In A Thing Called Love
Duran Duran, David Kershenbaum - Rio - 2009 Remastered Version
Squeeze - Cool For Cats
Billy Bragg - Sexuality
Arthur Brown - Fire
Pop Will Eat Itself - Def Con One
Minutemen - Corona
Jane's Addiction - Been Caught Stealing
Ned's Atomic Dustbin - Kill Your Television
King Missile - Jesus was Way cool
The Fratellis - Henrietta
Public Image Ltd. - Rise
Garbage - Supervixen
Tricky - Black Steel
Meat Puppets - Plateau
War - Cisco Kid
Finley Quaye - Sunday Shining
Rancid - Time Bomb
Shed Seven - Disco Down
Gomez - Whippin' Piccadilly
The Presidents Of The United States Of America - Peaches
The Smashing Pumpkins - 1979
The White Stripes - Hotel Yorba
Kaiser Chiefs - Everyday I Love You Less and Less
Ash - Girl From Mars
Manic Street Preachers - Motorcycle Emptiness
Joy Division - Love Will Tear Us Apart
New Order - Temptation
Harry J Allstars - The Liquidator
Thin Lizzy - The Boys Are Back In Town
Happy Mondays - Step On
L7 - Pretend We're Dead
Violent Femmes - Blister In The Sun (Remastered Album Version)
The Lemonheads - Mrs. Robinson
The Streets - Let's Push Things Forward
Elvis Costello & The Attractions - Pump It Up
The Cure - The Lovecats
Basement Jaxx - Where's Your Head At
Reef - Place Your Hands
Fun Lovin' Criminals - The Fun Lovin' Criminal
Pulp - Common People
Charles Wright & The Watts 103rd Street Rhythm Band - Express Yourself (Remastered Version)
Ian Dury, The Blockheads - Reasons To Be Cheerful (Part 3)
The Kinks - All Day And All Of The Night - Mono Single
The English Beat - Mirror In the Bathroom
The Clash - Rock the Casbah - Remastered
The Jam - That's Entertainment - Remastered
Radiohead - Creep
Therapy? - Potato Junkie
Nirvana - Smells Like Teen Spirit
The Prodigy - Their Law (feat. Pop Will Eat Itself) [Remastered]
Rage Against The Machine - Killing In The Name
T. Rex - Bang A Gong [Get It On]
